"","GID_2","NAME_2","weighted.sero_15_20_tet","weighted.sero_20_25_tet","weighted.sero_25_30_tet","weighted.sero_30_35_tet","weighted.sero_35_40_tet","weighted.sero_40_45_tet","weighted.sero_15_20_rub","weighted.sero_20_25_rub","weighted.sero_25_30_rub","weighted.sero_30_35_rub","weighted.sero_35_40_rub","weighted.sero_40_45_rub","weighted.sero_15_20_mea","weighted.sero_20_25_mea","weighted.sero_25_30_mea","weighted.sero_30_35_mea","weighted.sero_35_40_mea","weighted.sero_40_45_mea","weighted.sero_15_20_dip","weighted.sero_20_25_dip","weighted.sero_25_30_dip","weighted.sero_30_35_dip","weighted.sero_35_40_dip","weighted.sero_40_45_dip","weighted.sero_NA_NA","weighted.sero.UC_15_20_tet","weighted.sero.UC_20_25_tet","weighted.sero.UC_25_30_tet","weighted.sero.UC_30_35_tet","weighted.sero.UC_35_40_tet","weighted.sero.UC_40_45_tet","weighted.sero.UC_15_20_rub","weighted.sero.UC_20_25_rub","weighted.sero.UC_25_30_rub","weighted.sero.UC_30_35_rub","weighted.sero.UC_35_40_rub","weighted.sero.UC_40_45_rub","weighted.sero.UC_15_20_mea","weighted.sero.UC_20_25_mea","weighted.sero.UC_25_30_mea","weighted.sero.UC_30_35_mea","weighted.sero.UC_35_40_mea","weighted.sero.UC_40_45_mea","weighted.sero.UC_15_20_dip","weighted.sero.UC_20_25_dip","weighted.sero.UC_25_30_dip","weighted.sero.UC_30_35_dip","weighted.sero.UC_35_40_dip","weighted.sero.UC_40_45_dip","weighted.sero.UC_NA_NA","weighted.sero.LC_15_20_tet","weighted.sero.LC_20_25_tet","weighted.sero.LC_25_30_tet","weighted.sero.LC_30_35_tet","weighted.sero.LC_35_40_tet","weighted.sero.LC_40_45_tet","weighted.sero.LC_15_20_rub","weighted.sero.LC_20_25_rub","weighted.sero.LC_25_30_rub","weighted.sero.LC_30_35_rub","weighted.sero.LC_35_40_rub","weighted.sero.LC_40_45_rub","weighted.sero.LC_15_20_mea","weighted.sero.LC_20_25_mea","weighted.sero.LC_25_30_mea","weighted.sero.LC_30_35_mea","weighted.sero.LC_35_40_mea","weighted.sero.LC_40_45_mea","weighted.sero.LC_15_20_dip","weighted.sero.LC_20_25_dip","weighted.sero.LC_25_30_dip","weighted.sero.LC_30_35_dip","weighted.sero.LC_35_40_dip","weighted.sero.LC_40_45_dip","weighted.sero.LC_NA_NA","weighted.risk_15_20_tet","weighted.risk_20_25_tet","weighted.risk_25_30_tet","weighted.risk_30_35_tet","weighted.risk_35_40_tet","weighted.risk_40_45_tet","weighted.risk_15_20_rub","weighted.risk_20_25_rub","weighted.risk_25_30_rub","weighted.risk_30_35_rub","weighted.risk_35_40_rub","weighted.risk_40_45_rub","weighted.risk_15_20_mea","weighted.risk_20_25_mea","weighted.risk_25_30_mea","weighted.risk_30_35_mea","weighted.risk_35_40_mea","weighted.risk_40_45_mea","weighted.risk_15_20_dip","weighted.risk_20_25_dip","weighted.risk_25_30_dip","weighted.risk_30_35_dip","weighted.risk_35_40_dip","weighted.risk_40_45_dip","weighted.risk_NA_NA","weighted.risk.UC_15_20_tet","weighted.risk.UC_20_25_tet","weighted.risk.UC_25_30_tet","weighted.risk.UC_30_35_tet","weighted.risk.UC_35_40_tet","weighted.risk.UC_40_45_tet","weighted.risk.UC_15_20_rub","weighted.risk.UC_20_25_rub","weighted.risk.UC_25_30_rub","weighted.risk.UC_30_35_rub","weighted.risk.UC_35_40_rub","weighted.risk.UC_40_45_rub","weighted.risk.UC_15_20_mea","weighted.risk.UC_20_25_mea","weighted.risk.UC_25_30_mea","weighted.risk.UC_30_35_mea","weighted.risk.UC_35_40_mea","weighted.risk.UC_40_45_mea","weighted.risk.UC_15_20_dip","weighted.risk.UC_20_25_dip","weighted.risk.UC_25_30_dip","weighted.risk.UC_30_35_dip","weighted.risk.UC_35_40_dip","weighted.risk.UC_40_45_dip","weighted.risk.UC_NA_NA","weighted.risk.LC_15_20_tet","weighted.risk.LC_20_25_tet","weighted.risk.LC_25_30_tet","weighted.risk.LC_30_35_tet","weighted.risk.LC_35_40_tet","weighted.risk.LC_40_45_tet","weighted.risk.LC_15_20_rub","weighted.risk.LC_20_25_rub","weighted.risk.LC_25_30_rub","weighted.risk.LC_30_35_rub","weighted.risk.LC_35_40_rub","weighted.risk.LC_40_45_rub","weighted.risk.LC_15_20_mea","weighted.risk.LC_20_25_mea","weighted.risk.LC_25_30_mea","weighted.risk.LC_30_35_mea","weighted.risk.LC_35_40_mea","weighted.risk.LC_40_45_mea","weighted.risk.LC_15_20_dip","weighted.risk.LC_20_25_dip","weighted.risk.LC_25_30_dip","weighted.risk.LC_30_35_dip","weighted.risk.LC_35_40_dip","weighted.risk.LC_40_45_dip","weighted.risk.LC_NA_NA","pop_risk_adm2_15_20_tet","pop_risk_adm2_20_25_tet","pop_risk_adm2_25_30_tet","pop_risk_adm2_30_35_tet","pop_risk_adm2_35_40_tet","pop_risk_adm2_40_45_tet","pop_risk_adm2_15_20_rub","pop_risk_adm2_20_25_rub","pop_risk_adm2_25_30_rub","pop_risk_adm2_30_35_rub","pop_risk_adm2_35_40_rub","pop_risk_adm2_40_45_rub","pop_risk_adm2_15_20_mea","pop_risk_adm2_20_25_mea","pop_risk_adm2_25_30_mea","pop_risk_adm2_30_35_mea","pop_risk_adm2_35_40_mea","pop_risk_adm2_40_45_mea","pop_risk_adm2_15_20_dip","pop_risk_adm2_20_25_dip","pop_risk_adm2_25_30_dip","pop_risk_adm2_30_35_dip","pop_risk_adm2_35_40_dip","pop_risk_adm2_40_45_dip","pop_risk_adm2_NA_NA","pop_risk_UC_adm2_15_20_tet","pop_risk_UC_adm2_20_25_tet","pop_risk_UC_adm2_25_30_tet","pop_risk_UC_adm2_30_35_tet","pop_risk_UC_adm2_35_40_tet","pop_risk_UC_adm2_40_45_tet","pop_risk_UC_adm2_15_20_rub","pop_risk_UC_adm2_20_25_rub","pop_risk_UC_adm2_25_30_rub","pop_risk_UC_adm2_30_35_rub","pop_risk_UC_adm2_35_40_rub","pop_risk_UC_adm2_40_45_rub","pop_risk_UC_adm2_15_20_mea","pop_risk_UC_adm2_20_25_mea","pop_risk_UC_adm2_25_30_mea","pop_risk_UC_adm2_30_35_mea","pop_risk_UC_adm2_35_40_mea","pop_risk_UC_adm2_40_45_mea","pop_risk_UC_adm2_15_20_dip","pop_risk_UC_adm2_20_25_dip","pop_risk_UC_adm2_25_30_dip","pop_risk_UC_adm2_30_35_dip","pop_risk_UC_adm2_35_40_dip","pop_risk_UC_adm2_40_45_dip","pop_risk_UC_adm2_NA_NA","pop_risk_LC_adm2_15_20_tet","pop_risk_LC_adm2_20_25_tet","pop_risk_LC_adm2_25_30_tet","pop_risk_LC_adm2_30_35_tet","pop_risk_LC_adm2_35_40_tet","pop_risk_LC_adm2_40_45_tet","pop_risk_LC_adm2_15_20_rub","pop_risk_LC_adm2_20_25_rub","pop_risk_LC_adm2_25_30_rub","pop_risk_LC_adm2_30_35_rub","pop_risk_LC_adm2_35_40_rub","pop_risk_LC_adm2_40_45_rub","pop_risk_LC_adm2_15_20_mea","pop_risk_LC_adm2_20_25_mea","pop_risk_LC_adm2_25_30_mea","pop_risk_LC_adm2_30_35_mea","pop_risk_LC_adm2_35_40_mea","pop_risk_LC_adm2_40_45_mea","pop_risk_LC_adm2_15_20_dip","pop_risk_LC_adm2_20_25_dip","pop_risk_LC_adm2_25_30_dip","pop_risk_LC_adm2_30_35_dip","pop_risk_LC_adm2_35_40_dip","pop_risk_LC_adm2_40_45_dip","pop_risk_LC_adm2_NA_NA","total_pop_15_20_tet","total_pop_20_25_tet","total_pop_25_30_tet","total_pop_30_35_tet","total_pop_35_40_tet","total_pop_40_45_tet","total_pop_15_20_rub","total_pop_20_25_rub","total_pop_25_30_rub","total_pop_30_35_rub","total_pop_35_40_rub","total_pop_40_45_rub","total_pop_15_20_mea","total_pop_20_25_mea","total_pop_25_30_mea","total_pop_30_35_mea","total_pop_35_40_mea","total_pop_40_45_mea","total_pop_15_20_dip","total_pop_20_25_dip","total_pop_25_30_dip","total_pop_30_35_dip","total_pop_35_40_dip","total_pop_40_45_dip","total_pop_NA_NA"
"11","NGA.1.11_1","Osisioma Ngwa",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA
"12","NGA.1.12_1","Ugwunagbo",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA
"13","NGA.1.13_1","Ukwa East",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA
"14","NGA.1.14_1","Ukwa West",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA
"15","NGA.1.15_1","Umu-Nneochi",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA
"16","NGA.1.16_1","Umuahia North",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA
"17","NGA.1.17_1","Umuahia South",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA
"18","NGA.2.1_1","Demsa",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA
"19","NGA.2.2_1","Fufore",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA
"20","NGA.2.3_1","Ganye",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA
"21","NGA.2.4_1","Girie",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA
"22","NGA.2.5_1","Gombi",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA
"23","NGA.2.6_1","Guyuk",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA
"24","NGA.2.7_1","Hong",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA
"25","NGA.2.8_1","Jada",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA
"26","NGA.2.9_1","Lamurde",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA
"27","NGA.2.10_1","Madagali",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA
"28","NGA.2.11_1","Maiha",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA
